before_file_path change CE-Avg CE-Left CE-Right CE-Diff
/home/ashley/reuse/Git_Scripts/Repos/derby/8740/b/Property.java -4.458996786837305 -2.967175852984056 -4.458996786837305 -4.4343886367995715 -0.02460815003773309
/home/ashley/reuse/Git_Scripts/Repos/derby/8740/b/IndexStatisticsDaemonImpl.java -0.3751431897980936 -0.24986737463068034 -0.3751431897980936 -0.3741186749420223 -0.0010245148560713013
/home/ashley/reuse/Git_Scripts/Repos/derby/8741/b/_Suite.java -2.910934075366821 -1.9154851169512241 -2.910934075366821 -2.7901028495968774 -0.12083122576994354
/home/ashley/reuse/Git_Scripts/Repos/derby/8742/b/EmbeddedBaseDataSource.java -0.9400808846848764 -0.6268343321837089 -0.9400808846848764 -0.9400808846848764 0.0
/home/ashley/reuse/Git_Scripts/Repos/derby/8742/b/BasicEmbeddedXADataSource40.java -3.390473684748651 -2.23982069847385 -3.390473684748651 -3.287341405364662 -0.10313227938398928
/home/ashley/reuse/Git_Scripts/Repos/derby/8742/b/EmbeddedDataSource.java -3.25858860477795 -2.6728055361932848 -3.25858860477795 -7.416880327812456 4.158291723034506
/home/ashley/reuse/Git_Scripts/Repos/derby/8742/b/BasicEmbeddedDataSource40.java -3.100360183330238 -1.1324213069867965 -3.100360183330238 -0.8915970561051192 -2.2087631272251187
/home/ashley/reuse/Git_Scripts/Repos/derby/8742/b/ReferenceableDataSource.java -4.3984105998773915 -2.90449847461457 -4.3984105998773915 -4.275745762430612 -0.1226648374467798
/home/ashley/reuse/Git_Scripts/Repos/derby/8743/b/UpdateCursorTest.java -3.7960932054089076 -2.700092962001105 -3.7960932054089076 -4.67185561304539 0.8757624076364827
/home/ashley/reuse/Git_Scripts/Repos/derby/8745/b/SQLState.java -4.2417094057560645 -2.8210832490123545 -4.2417094057560645 -4.210832540200061 -0.030876865556003885
/home/ashley/reuse/Git_Scripts/Repos/derby/8745/b/RawStore.java -2.3468925245750647 -1.5612793183354117 -2.3468925245750647 -2.33203485625805 -0.014857668317014738
/home/ashley/reuse/Git_Scripts/Repos/derby/8746/b/ClosedObjectTest.java -4.026352834679058 -2.6855220089406178 -4.026352834679058 -4.032148928011129 0.005796093332071095
/home/ashley/reuse/Git_Scripts/Repos/derby/8747/b/TestDbMetaData.java -2.765671545346814 -1.3771176371558052 -2.765671545346814 -1.3714465967831664 -1.3942249485636478
/home/ashley/reuse/Git_Scripts/Repos/derby/8748/b/FromTable.java -3.1041545662787584 -1.9852504267028244 -3.1041545662787584 -2.753074432256995 -0.3510801340217635
/home/ashley/reuse/Git_Scripts/Repos/derby/8748/b/FromSubquery.java -2.892471717553639 -1.8780778286320223 -2.892471717553639 -2.6776023899639405 -0.21486932758969868
/home/ashley/reuse/Git_Scripts/Repos/derby/8748/b/ResultColumn.java -3.0288231262352876 -2.0213184298621973 -3.0288231262352876 -3.037574842468089 0.008751716232801243
