before_file_path change CE-Left CE-Right CE-Avg CE-Diff
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2401/b/Grizzly2WebSocketSupport.java -3.7967954951538903 -2.53119699676926 -3.7967954951538903 -3.7967954951538903 0.0
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2401/b/Tomcat7Servlet30SupportWithWebSocket.java -2.3234119584907598 -1.5489413056605064 -2.3234119584907598 -2.3234119584907598 0.0
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2328/b/TomcatWebSocketHandler.java -2.6373307988482773 -1.7411172199919238 -2.6373307988482773 -2.5618346881942236 -0.0754961106540537
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2689/b/AtmosphereFramework.java -2.4786020601318146 -1.3002527404779844 -2.4786020601318146 -1.367510070013683 -1.1110919901181315
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3974/b/AsynchronousProcessor.java -1.4184319903279003 -0.7963895486152326 -1.4184319903279003 -0.907676648509723 -0.5107553418181774
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3974/b/AtmosphereFilter.java -2.3471154319742387 -1.2900308531142881 -2.3471154319742387 -1.4319363586459304 -0.9151790733283083
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3974/b/AtmosphereResourceImpl.java -1.09638202383073 -0.5569512862299314 -1.09638202383073 -0.5659960916277942 -0.5303859322029358
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3974/b/DefaultBroadcaster.java -1.111464998801289 -0.5460173885674435 -1.111464998801289 -0.5365693097661395 -0.5748956890351495
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3974/b/BroadcasterConfig.java -1.2651136699357592 -0.6721770254950254 -1.2651136699357592 -0.7170920801940017 -0.5480215897417575
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1997/b/AtmosphereFramework.java -1.9749258589036216 -1.270182538692361 -1.9749258589036216 -1.779737579094341 -0.19518827980928055
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1195/b/SessionTimeoutRestorer.java -4.177774895756555 -2.6956595160714913 -4.177774895756555 -3.799251666946397 -0.37852322881015743
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5719/b/BroadcasterConfig.java -1.9586118567369866 -1.2461313117500539 -1.9586118567369866 -1.7128099703337394 -0.24580188640324718
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3007/b/DefaultAsyncSupportResolver.java -2.7482021077030523 -1.8128843506273218 -2.7482021077030523 -2.661571994314693 -0.08663011338835913
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3007/b/Jetty9AsyncSupportWithWebSocket.java -3.1757140675500133 -1.7695639344239043 -3.1757140675500133 -1.9965459749576033 -1.17916809259241
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2226/b/ExcludeSessionBroadcaster.java -2.1370788997213697 -1.4234085771833227 -2.1370788997213697 -2.128260142225958 -0.0088187574954115
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2226/b/SimpleBroadcaster.java -1.1004702637010564 -0.7122710759854911 -1.1004702637010564 -1.00808910754353 -0.09238115615752629
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2226/b/DefaultBroadcaster.java -1.7928878974226141 -1.0714191145729515 -1.7928878974226141 -1.3311263265360616 -0.46176157088655256
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2226/b/AbstractBroadcasterProxy.java -1.8561734539613446 -1.30607698840261 -1.8561734539613446 -2.2035275506090817 0.3473540966477371
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3907/b/AsynchronousProcessor.java -1.3697834750723048 -0.8909721373093347 -1.3697834750723048 -1.2744465452072724 -0.0953369298650324
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3907/b/ApplicationConfig.java -2.2887128607650027 -1.4339950306281963 -2.2887128607650027 -1.9167495765942393 -0.3719632841707634
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3907/b/AtmosphereServlet.java -1.8576032833879323 -1.6974231544001406 -1.8576032833879323 -9.834186211297192 7.976582927909259
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/4383/b/SimpleHttpProtocol.java -3.19213054055326 -2.1280870270355066 -3.19213054055326 -3.19213054055326 0.0
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/4383/b/WebSocketProcessor.java -0.9079840563631316 -0.5790303064270317 -0.9079840563631316 -0.7985809399735644 -0.10940311638956723
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5475/b/WebSocketHandlerService.java -1.9348694373389024 -1.2404531055332229 -1.9348694373389024 -1.7281526171103874 -0.206716820228515
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5475/b/AtmosphereService.java -1.799421205496662 -1.1674529000809444 -1.799421205496662 -1.6620608081305048 -0.13736039736615724
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5475/b/ManagedService.java -2.037079874250132 -1.3826333988123067 -2.037079874250132 -2.1442946044738234 0.10721473022369121
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5475/b/AnnotationHandler.java -1.838822549953866 -1.678717585433985 -1.838822549953866 -9.619657671096233 7.780835121142367
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/153/b/BroadcasterConfig.java -1.9698359470999183 -1.2451931539874919 -1.9698359470999183 -1.691768951008708 -0.27806699609121033
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/153/b/AtmosphereFramework.java -1.9784891330637755 -1.0774502297277126 -1.9784891330637755 -1.1829253781610987 -0.7955637549026768
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3110/b/AtmosphereFramework.java -2.7481232243445857 -1.5964569320058912 -2.7481232243445857 -1.9047446298884305 -0.8433785944561552
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5345/b/JerseyBroadcasterUtil.java -2.6504251109472996 -1.7623141479836992 -2.6504251109472996 -2.629672341622209 -0.020752769325090625
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2651/b/WebSocket.java -0.9613694616840653 -0.6426672982912335 -0.9613694616840653 -0.9684189169484765 0.007049455264411142
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1911/b/DefaultWebSocketProcessor.java -1.6468473192632047 -0.8073018062859028 -1.6468473192632047 -0.7916091145870408 -0.855238204676164
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3127/b/JerseyBroadcasterUtil.java -2.7329202690823102 -1.7935896966999338 -2.7329202690823102 -2.6067062321501395 -0.1262140369321707
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3601/b/AsynchronousProcessor.java -1.4184319903279003 -0.8438185073351188 -1.4184319903279003 -1.0410615092515636 -0.37737048107633675
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/4072/b/WebSocketProcessor.java -1.774236089733254 -1.6586117153461433 -1.774236089733254 -12.670939284618605 10.896703194885351
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1202/b/Utils.java -2.0414411718886303 -0.4642433990288903 -2.0414411718886303 -0.30044602042415514 -1.740995151464475
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1376/b/JettyWebSocketHandler.java -2.000425348898246 -1.5080319409954699 -2.000425348898246 -3.059474063020847 1.0590487141226008
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3102/b/DefaultWebSocketProcessor.java -0.9831142887906695 -0.4921692952600861 -0.9831142887906695 -0.49278297268559745 -0.4903313161050721
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2348/b/DefaultBroadcaster.java -1.5778363555386354 -1.0484564479159002 -1.5778363555386354 -1.5619574254258681 -0.01587893011276731
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3640/b/AtmosphereServlet.java -1.69314195325664 -1.3915065800714235 -1.69314195325664 -3.905407618596684 2.212265665340044
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/539/b/DefaultBroadcaster.java -1.8285957563020414 -1.2202458339641997 -1.8285957563020414 -1.8337113056843992 0.005115549382357809
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5174/b/AtmospherePing.java -4.691971916113031 -3.296514751407001 -4.691971916113031 -5.502096563499454 0.8101246473864228
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5174/b/AtmosphereServlet.java -1.9617796223155015 -1.2736891489499957 -1.9617796223155015 -1.8156750560381583 -0.14610456627734325
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/149/b/AtmosphereRequest.java -1.5907068294649191 -1.0608105704335653 -1.5907068294649191 -1.5914704909288966 7.636614639774386E-4
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/29/b/AsynchronousProcessor.java -1.3324197776723872 -0.8591185742673458 -1.3324197776723872 -1.2088427719481707 -0.12357700572421648
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/4608/b/AtmosphereHandler.java -3.782943688324126 -2.311798920642522 -3.782943688324126 -2.9660816340319145 -0.8168620542922116
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/4608/b/GWTDemo.java -4.900321550742444 -3.185344901536408 -4.900321550742444 -4.547250085091167 -0.35307146565127656
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3663/b/AtmosphereResourceImpl.java -1.8148527962943017 -1.202273226969239 -1.8148527962943017 -1.7803971409647181 -0.03445565532958361
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2762/b/AsynchronousProcessor.java -1.3935644424822986 -0.9292907725275397 -1.3935644424822986 -1.3941220913188261 5.576488365275356E-4
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3905/b/AbstractBroadcasterCache.java -2.9457858304399505 -1.9552004189444003 -2.9457858304399505 -2.904451136841635 -0.04133469359831565
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3905/b/DefaultBroadcasterCache.java -2.9540854519674467 -1.9671056257880677 -2.9540854519674467 -2.9336419540299556 -0.020443497937491006
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3905/b/UUIDBroadcasterCache.java -3.2105717037427515 -2.0794895446689217 -3.2105717037427515 -2.9496794757437548 -0.2608922279989967
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5271/b/ApplicationConfig.java -1.1756287725329777 -0.73140540826727 -1.1756287725329777 -0.9670339698840356 -0.20859480264894215
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/4680/b/AtmosphereResourceSessionFactory.java -5.045091023276884 -4.047160930760577 -5.045091023276884 -10.230323463867014 5.185232440590131
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/4680/b/DefaultAtmosphereResourceSessionFactory.java -4.535044080058105 -2.947143491802466 -4.535044080058105 -4.191753890730997 -0.3432901893271083
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/4680/b/AtmosphereFramework.java -3.058531171318053 -2.0218358700810812 -3.058531171318053 -2.9822744207345986 -0.07625675058345438
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/4680/b/AtmosphereConfig.java -3.319460526822689 -2.174919904258605 -3.319460526822689 -3.1539119839248824 -0.16554854289780652
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2625/b/Tomcat7AsyncSupportWithWebSocket.java -3.866486824514315 -3.4830009124714842 -3.866486824514315 -17.558633465964494 13.69214664145018
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1026/b/AsynchronousProcessor.java -1.0464790451597306 -0.547988523815612 -1.0464790451597306 -0.574992534140915 -0.47148651101881556
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1026/b/AtmosphereFilter.java -1.1697668539668302 -0.6015359056584638 -1.1697668539668302 -0.6190630608732628 -0.5507037930935674
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1026/b/BroadcasterFactoryInjector.java -3.6702033979691526 -1.731877228416694 -3.6702033979691526 -1.6396470801578167 -2.030556317811336
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1026/b/AtmosphereResourceImpl.java -1.7930150032687304 -0.7313962827682727 -1.7930150032687304 -0.6176438315444752 -1.1753711717242552
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1026/b/Meteor.java -2.949314093189647 -1.7307816915297138 -2.949314093189647 -2.092355385306335 -0.8569587078833121
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1026/b/MeteorServlet.java -3.2782002184422194 -1.0318790033837495 -3.2782002184422194 -0.751615570365941 -2.5265846480762786
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1026/b/DefaultBroadcaster.java -1.1308203406087969 -0.39668285469141434 -1.1308203406087969 -0.3054749332903136 -0.8253454073184833
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1026/b/BroadcasterConfig.java -1.170988369257133 -0.40484422012507915 -1.170988369257133 -0.30938555992661576 -0.8616028093305172
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2431/b/DefaultBroadcaster.java -1.9167584852253141 -1.2761561046649874 -1.9167584852253141 -1.9089904670481093 -0.0077680181772048496
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1424/b/AsynchronousProcessor.java -1.0076375643808377 -0.6102764328907088 -1.0076375643808377 -0.7737765595378766 -0.23386100484296113
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/217/b/GrizzlyWebSocket.java -0.7395404062637725 -0.34295480672155865 -0.7395404062637725 -0.3191977241955537 -0.4203426820682188
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/217/b/AsyncIOWriter.java -1.9333332152679354 -0.9340823399609126 -1.9333332152679354 -0.9036231332230568 -1.0297100820448786
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/217/b/Jetty8WebSocket.java -2.191302526105755 -1.0451829284991787 -2.191302526105755 -0.9977420012481522 -1.1935605248576027
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/217/b/WebSocketAdapter.java -2.3311645834590418 -1.0949409407156105 -2.3311645834590418 -1.02748012446299 -1.3036844589960517
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/4965/b/DefaultBroadcaster.java -1.5640782448921249 -0.9090369286552521 -1.5640782448921249 -1.0852787821700458 -0.47879946272207907
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1208/b/AtmosphereResource.java -2.2234949618610367 -1.2122444283592657 -2.2234949618610367 -1.3285898688519506 -0.894905093009086
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1208/b/AtmosphereResourceImpl.java -1.3832648853536365 -0.7529921866023751 -1.3832648853536365 -0.8261284394858461 -0.5571364458677903
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1323/b/HeartbeatInterceptor.java -2.78928166663423 -1.8330179211394437 -2.78928166663423 -2.6733227658865144 -0.11595890074771553
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5185/b/SSEAtmosphereInterceptor.java -2.9759536206629527 -1.922063278307877 -2.9759536206629527 -2.7108633723748423 -0.26509024828811034
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1867/b/AsynchronousProcessor.java -1.1643131932923865 -0.5986471985274754 -1.1643131932923865 -0.6158905099049188 -0.5484226833874677
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1867/b/AtmosphereFilter.java -1.1283800293345807 -0.6326939931785036 -1.1283800293345807 -0.7201325178724429 -0.4082475114621378
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1867/b/AtmosphereResourceImpl.java -1.2039606053044074 -0.501999391898516 -1.2039606053044074 -0.43049920721410984 -0.7734613980902976
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1867/b/GlassFishWebSocketSupport.java -3.324851938202865 -2.807173415850612 -3.324851938202865 -9.014702725305982 5.689850787103117
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2492/b/Jetty8WebSocket.java -1.9422533854467499 -1.2335933664323953 -1.9422533854467499 -1.6904797984443933 -0.2517735870023565
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1948/b/ApplicationConfig.java -1.18400419168669 -0.7329901261501764 -1.18400419168669 -0.9613378269377622 -0.22266636474892776
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2527/b/LifecycleHandler.java -3.0002247693432005 -2.0001498462288003 -3.0002247693432005 -3.0002247693432005 0.0
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2699/b/JavascriptClientFilter.java -3.612091474378184 -1.7925677839264866 -3.612091474378184 -1.7727238601191824 -1.8393676142590014
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3264/b/HeartbeatInterceptor.java -3.099318273107268 -1.9491936927956175 -3.099318273107268 -2.6263118506126997 -0.4730064224945685
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1902/b/DefaultBroadcaster.java -1.746117992603314 -1.1576832362578249 -1.746117992603314 -1.7176513681137504 -0.028466624489563497
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3976/b/AtmosphereServletProcessor.java -1.531071436819973 -1.1680338796358556 -1.531071436819973 -2.4630279635799566 0.9319565267599836
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3976/b/AtmosphereServlet.java -1.9179730060024962 -1.8556843021539713 -1.9179730060024962 -28.56980623524552 26.651833229243024
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5627/b/AtmosphereServlet.java -2.196994697919021 -1.4480192327193546 -2.196994697919021 -2.1237615413217203 -0.07323315659730056
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2464/b/AsynchronousProcessor.java -1.4168663766559886 -0.8358954644257133 -1.4168663766559886 -1.019286984091384 -0.3975793925646045
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2464/b/AtmosphereResourceImpl.java -1.1620759507865943 -0.6574732943413563 -1.1620759507865943 -0.7568220019559789 -0.4052539488306154
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2464/b/Jetty7CometSupport.java -2.2578559411893115 -1.3848183105961112 -2.2578559411893115 -1.790713332667385 -0.4671426085219266
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/4630/b/ManagedAtmosphereHandler.java -3.605185138626233 -2.320981625838935 -3.605185138626233 -3.257882563464456 -0.34730257516177687
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2415/b/JQueryPubSub.java -4.729371908084551 -3.552686074494136 -4.729371908084551 -7.139532592012254 2.410160683927703
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3091/b/JerseyBroadcasterUtil.java -2.5881782036941647 -1.740758566033011 -2.5881782036941647 -2.6550315152287003 0.06685331153453555
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3091/b/DefaultBroadcaster.java -1.6551422364507338 -1.0904144985038093 -1.6551422364507338 -1.5979302683743173 -0.057211968076416486
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/2455/b/WebSocketProcessor.java -1.9564499705972689 -1.2898278585629706 -1.9564499705972689 -1.8914560393706477 -0.06499393122662123
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5445/b/Broadcaster.java -2.38857653149781 -1.3846021002446889 -2.38857653149781 -1.64706788298338 -0.7415086485144298
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5445/b/DefaultBroadcasterFactory.java -2.8897453410396303 -1.2037735359873072 -2.8897453410396303 -1.0316302315560273 -1.858115109483603
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5445/b/DefaultBroadcaster.java -1.1308203406087962 -0.3573958839384049 -1.1308203406087962 -0.26127343900352296 -0.8695469016052733
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/434/b/AtmosphereFramework.java -2.3592627927501924 -1.441616515360296 -2.3592627927501924 -1.853193485281598 -0.5060693074685942
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3240/b/JettyWebSocketDraft08Handler.java -2.0181217245477763 -1.3413571414063026 -2.0181217245477763 -1.996382531823743 -0.02173919272403335
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/3240/b/JettyWebSocket.java -2.761948910856306 -1.8120141959892264 -2.761948910856306 -2.62663729274519 -0.1353116181111158
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/585/b/ManagedServiceInterceptor.java -2.544980809630087 -1.4407376163939325 -2.544980809630087 -1.6602545561947593 -0.884726253435328
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/585/b/MeteorServiceInterceptor.java -2.5393090624578067 -1.8842560566233673 -2.5393090624578067 -3.6521536715030605 1.1128446090452537
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/585/b/AtmosphereHandlerServiceInterceptor.java -2.3719541134577544 -1.8161202547903357 -2.3719541134577544 -3.8647039021938343 1.4927497887360799
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/761/b/AsynchronousProcessor.java -1.4184319903279003 -0.9032256947166806 -1.4184319903279003 -1.2433507031900304 -0.17508128713786997
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/761/b/AtmosphereResourceImpl.java -1.09638202383073 -0.5773556818707222 -1.09638202383073 -0.6097979425949518 -0.48658408123577823
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/761/b/TomcatCometSupport.java -1.3839877892235846 -0.9184261475887395 -1.3839877892235846 -1.3651152284614447 -0.018872560762139834
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/761/b/DefaultBroadcaster.java -1.1114649988012897 -0.6528720486748564 -1.1114649988012897 -0.7911639620689063 -0.3203010367323834
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5047/b/ManagedAtmosphereHandler.java -3.6550526209886005 -2.385188386885711 -3.6550526209886005 -3.4326461171642944 -0.22240650382430616
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1728/b/DefaultBroadcaster.java -1.8442442978936986 -1.228108505369393 -1.8442442978936986 -1.8377920015203222 -0.006452296373376409
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1591/b/DefaultBroadcaster.java -1.99914246358249 -1.3287643324148137 -1.99914246358249 -1.981045743713655 -0.018096719868834876
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/927/b/AtmosphereConfig.java -2.7995759507929865 -1.5617242313737345 -2.7995759507929865 -1.7640738826148497 -1.0355020681781368
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/1786/b/DefaultBroadcaster.java -1.1308203406087967 -0.45349845483664547 -1.1308203406087967 -0.3785099705570089 -0.7523103700517877
/home/ashley/reuse/Git_Scripts/Repos/atmosphere/5698/b/AsynchronousProcessor.java -1.8372419602198091 -1.2221870597830822 -1.8372419602198091 -1.8247903034240123 -0.01245165679579685
