before_file_path change CE-Avg CE-Left CE-Right CE-Diff
/home/ashley/reuse/Git_Scripts/Repos/netty/1/b/NioServerSocketPipelineSink.java -8.317041426707862 -5.458058436277034 -8.317041426707862 -7.932555326689736 -0.3844861000181252
/home/ashley/reuse/Git_Scripts/Repos/netty/1/b/OioClientSocketPipelineSink.java -8.211135769724237 -5.512210920622676 -8.211135769724237 -8.385100510608224 0.17396474088398683
/home/ashley/reuse/Git_Scripts/Repos/netty/1/b/ThreadRenamingRunnable.java -7.357206087169488 -3.948238868768966 -7.357206087169488 -4.248527458788014 -3.1086786283814742
/home/ashley/reuse/Git_Scripts/Repos/netty/1/b/NioClientSocketPipelineSink.java -7.895344173105111 -5.070803179763105 -7.895344173105111 -7.087122550651156 -0.8082216224539556
/home/ashley/reuse/Git_Scripts/Repos/netty/1/b/NioWorker.java -8.12385725822571 -4.877593409328252 -8.12385725822571 -6.103150339197346 -2.020706919028364
/home/ashley/reuse/Git_Scripts/Repos/netty/1/b/OioServerSocketPipelineSink.java -8.379269682860789 -5.495429575402082 -8.379269682860789 -7.983744715313165 -0.39552496754762423
/home/ashley/reuse/Git_Scripts/Repos/netty/2/b/NioSocketChannel.java -8.205863617566532 -5.306786052078955 -8.205863617566532 -7.505151198564732 -0.7007124190017997
/home/ashley/reuse/Git_Scripts/Repos/netty/3/b/VoidChannelPromise.java -6.837385386981691 -4.388053632251961 -6.837385386981691 -6.1147348989267165 -0.7226504880549749
/home/ashley/reuse/Git_Scripts/Repos/netty/3/b/NioEventLoop.java -7.770982219221973 -5.014983007288221 -7.770982219221973 -7.070274840897502 -0.7007073783244708
/home/ashley/reuse/Git_Scripts/Repos/netty/3/b/ThreadPerChannelEventLoop.java -8.401203656371049 -5.634461106075776 -8.401203656371049 -8.554510292436214 0.1533066360651656
/home/ashley/reuse/Git_Scripts/Repos/netty/5/b/AbstractEmbeddedChannel.java -8.87436450385359 -5.733266414860738 -8.87436450385359 -8.091079179071167 -0.7832853247824225
/home/ashley/reuse/Git_Scripts/Repos/netty/5/b/EmbeddedByteChannel.java -9.412320664838449 -6.0129194150133 -9.412320664838449 -8.32433736218239 -1.087983302656058
/home/ashley/reuse/Git_Scripts/Repos/netty/5/b/DefaultChannelPipeline.java -7.879996785788685 -5.187688772938531 -7.879996785788685 -7.590783572223104 -0.2892132135655814
/home/ashley/reuse/Git_Scripts/Repos/netty/5/b/DefaultChannelHandlerContext.java -7.89593506814741 -4.403314438900388 -7.89593506814741 -4.976522416705873 -2.9194126514415375
/home/ashley/reuse/Git_Scripts/Repos/netty/5/b/AbstractChannel.java -7.956639823975244 -5.082380786787287 -7.956639823975244 -7.034625767119744 -0.9220140568554998
/home/ashley/reuse/Git_Scripts/Repos/netty/6/b/DefaultChannelPipeline.java -7.881101757751124 -5.939880517308408 -7.881101757751124 -12.055076393538407 4.173974635787283
/home/ashley/reuse/Git_Scripts/Repos/netty/6/b/EmbeddedEventLoop.java -6.289924674588519 -3.712802759305723 -6.289924674588519 -4.52448742459823 -1.7654372499902893
/home/ashley/reuse/Git_Scripts/Repos/netty/6/b/DefaultChannelHandlerContext.java -7.697646501924373 -6.903875713918381 -7.697646501924373 -33.4754034426392 25.777756940714823
/home/ashley/reuse/Git_Scripts/Repos/netty/6/b/AbstractChannel.java -7.745469659706731 -5.582968076447543 -7.745469659706731 -9.994846276007854 2.249376616301123
/home/ashley/reuse/Git_Scripts/Repos/netty/7/b/DefaultPromise.java -7.344427752048491 -4.900604403360513 -7.344427752048491 -7.361946927709353 0.017519175660862807
/home/ashley/reuse/Git_Scripts/Repos/netty/7/b/DefaultPromiseTest.java -7.626313714634955 -4.621692169060582 -7.626313714634955 -5.8653766937209815 -1.7609370209139739
/home/ashley/reuse/Git_Scripts/Repos/netty/10/b/DefaultHttp2ConnectionTest.java -7.46748945905789 -4.1654813878761425 -7.46748945905789 -4.710116947826626 -2.7573725112312637
/home/ashley/reuse/Git_Scripts/Repos/netty/10/b/Http2Connection.java -11.045199902034353 -6.879735218785388 -11.045199902034353 -9.121197338454175 -1.9240025635801778
/home/ashley/reuse/Git_Scripts/Repos/netty/10/b/Http2ConnectionAdapter.java -9.868902239041821 -6.131566479878054 -9.868902239041821 -8.095583867963994 -1.7733183710778277
/home/ashley/reuse/Git_Scripts/Repos/netty/10/b/DefaultHttp2Connection.java -8.792454466216967 -5.402796133982532 -8.792454466216967 -7.007172160472635 -1.7852823057443317
/home/ashley/reuse/Git_Scripts/Repos/netty/11/b/NioWorker.java -7.9866172113314065 -4.554473123165942 -7.9866172113314065 -5.297884157267524 -2.6887330540638823
/home/ashley/reuse/Git_Scripts/Repos/netty/12/b/Http2Client.java -8.580455253221475 -5.484761593235688 -8.580455253221475 -7.592911000407711 -0.9875442528137635
/home/ashley/reuse/Git_Scripts/Repos/netty/12/b/Http2Server.java -9.629972839183658 -5.886614494683913 -9.629972839183658 -7.556984556776217 -2.072988282407441
/home/ashley/reuse/Git_Scripts/Repos/netty/16/b/ReplayingDecoderTest.java -8.862663175721634 -3.3483379935181508 -8.862663175721634 -2.6883145726536366 -6.1743486030679975
/home/ashley/reuse/Git_Scripts/Repos/netty/17/b/ChannelBuffers.java -8.354957560974709 -5.552487491194852 -8.354957560974709 -8.276769455457567 -0.0781881055171425
/home/ashley/reuse/Git_Scripts/Repos/netty/18/b/Http2ConnectionRoundtripTest.java -8.54438092281106 -4.780031091209291 -8.54438092281106 -5.422724347170204 -3.1216565756408556
