before_file_path change CE-Avg CE-Left CE-Right CE-Diff
/home/ashley/reuse/Git_Scripts/Repos/derby/5220/b/TabInfoImpl.java -3.9048002787562863 -2.6034550517260926 -3.9048002787562863 -3.9048002787562863 0.0
/home/ashley/reuse/Git_Scripts/Repos/derby/5220/b/CreateIndexNode.java -2.9233995127772174 -1.9470943924723731 -2.9233995127772174 -2.9123989501703416 -0.011000562606875874
/home/ashley/reuse/Git_Scripts/Repos/derby/5220/b/ConstraintDescriptor.java -3.389858573921381 -2.258916265108731 -3.389858573921381 -3.3854099406222713 -0.004448633299109606
/home/ashley/reuse/Git_Scripts/Repos/derby/5220/b/GenericPreparedStatement.java -3.880017439139824 -2.577716904747468 -3.880017439139824 -3.8399686859732323 -0.040048753166591844
/home/ashley/reuse/Git_Scripts/Repos/derby/5220/b/DataDictionaryImpl.java -2.252879045379161 -1.5033790368684152 -2.252879045379161 -2.2594058188864516 0.006526773507290695
/home/ashley/reuse/Git_Scripts/Repos/derby/5220/b/EmbedConnection.java -3.404923988624391 -2.266212783649595 -3.404923988624391 -3.3878173265263087 -0.017106662098082204
/home/ashley/reuse/Git_Scripts/Repos/derby/5220/b/IndexRowGenerator.java -3.41262800429631 -2.2907755798954543 -3.41262800429631 -3.4811786104961486 0.06855060619983844
/home/ashley/reuse/Git_Scripts/Repos/derby/5221/b/SecureServerTest.java -3.847392464827777 -2.0407907856912555 -3.847392464827777 -2.1730642625416148 -1.674328202286162
/home/ashley/reuse/Git_Scripts/Repos/derby/5222/b/OLAPTest.java -2.2692656824541624 -1.5106448874476837 -2.2692656824541624 -2.259399309921753 -0.009866372532409518
/home/ashley/reuse/Git_Scripts/Repos/derby/5223/b/DRDAConnThread.java -1.9752010127509632 -1.2774896309789803 -1.9752010127509632 -1.8082683462036229 -0.1669326665473403
/home/ashley/reuse/Git_Scripts/Repos/derby/5223/b/DRDAStatement.java -4.166992454704743 -2.800882877922331 -4.166992454704743 -4.27078033756171 0.1037878828569676
/home/ashley/reuse/Git_Scripts/Repos/derby/5224/b/checkDriver.java -3.6486872419455527 -2.406194078160107 -3.6486872419455527 -3.5308442048808883 -0.11784303706466437
/home/ashley/reuse/Git_Scripts/Repos/derby/5225/b/BooleanValuesTest.java -2.589392145745662 -1.671914677747954 -2.589392145745662 -2.358544992798163 -0.2308471529474989
/home/ashley/reuse/Git_Scripts/Repos/derby/5226/b/OpenSocketAction.java -0.5623849268471313 -0.37052965232376095 -0.5623849268471313 -0.543066360657726 -0.019318566189405306
/home/ashley/reuse/Git_Scripts/Repos/derby/5226/b/LogWriter.java -3.4680620007376115 -2.7146866522745063 -3.4680620007376115 -6.246845636993126 2.7787836362555147
/home/ashley/reuse/Git_Scripts/Repos/derby/5226/b/ClientBaseDataSource.java -3.438181298991609 -3.3369732708463555 -3.438181298991609 -56.68087455766167 53.24269325867006
/home/ashley/reuse/Git_Scripts/Repos/derby/5226/b/ClientPooledConnection.java -3.299318899314101 -2.1416039300407133 -3.299318899314101 -3.0516295067271093 -0.24768939258699163
/home/ashley/reuse/Git_Scripts/Repos/derby/5227/b/callable.java -3.580570065365752 -2.387214481308654 -3.580570065365752 -3.580570065365752 0.0
/home/ashley/reuse/Git_Scripts/Repos/derby/5228/b/ServerPropertiesTest.java -0.632469991876482 -0.4651576721815192 -0.632469991876482 -0.8791889015772999 0.2467189097008179
/home/ashley/reuse/Git_Scripts/Repos/derby/5229/b/NativeAuthenticationServiceTest.java -3.498968244514261 -2.180465349352212 -3.498968244514261 -2.892714264637688 -0.6062539798765729
/home/ashley/reuse/Git_Scripts/Repos/derby/5229/b/ErrorCodeTest.java -2.2328380855719043 -1.4888522092673857 -2.2328380855719043 -2.2328380855719043 0.0
/home/ashley/reuse/Git_Scripts/Repos/derby/5231/b/holdCursorJava.java -0.7573749630730771 -0.4422235281048559 -0.7573749630730771 -0.5313779204309101 -0.2259970426421669
/home/ashley/reuse/Git_Scripts/Repos/derby/5234/b/RoutineAliasInfo.java -1.2112728320834232 -0.7979068124255866 -1.2112728320834232 -1.168173428124932 -0.0430994039584911
/home/ashley/reuse/Git_Scripts/Repos/derby/5235/b/CharacterStreamsTest.java -5.142093668840441 -3.3535732028612624 -5.142093668840441 -4.819803575994729 -0.3222900928457122
/home/ashley/reuse/Git_Scripts/Repos/derby/5236/b/SQLState.java -4.2713957729318395 -2.84598381244637 -4.2713957729318395 -4.264143827646726 -0.007251945285113415
/home/ashley/reuse/Git_Scripts/Repos/derby/5236/b/GeneratedColumnsTest.java -2.5609887512689267 -1.6187563373477571 -2.5609887512689267 -2.199686446710786 -0.3613023045581407
/home/ashley/reuse/Git_Scripts/Repos/derby/5236/b/GeneratedColumnsHelper.java -3.2873268420637967 -2.0900368117091688 -3.2873268420637967 -2.8671601578203485 -0.42016668424344816
/home/ashley/reuse/Git_Scripts/Repos/derby/5236/b/TableElementList.java -1.114095441159604 -0.7373556412104654 -1.114095441159604 -1.0900517069876015 -0.024043734172002562
/home/ashley/reuse/Git_Scripts/Repos/derby/5236/b/CreateTableNode.java -2.6001257658267574 -1.729531931820626 -2.6001257658267574 -2.5813909430158595 -0.01873482281089789
/home/ashley/reuse/Git_Scripts/Repos/derby/5236/b/AlterTableNode.java -3.0187288619938966 -2.006611261892523 -3.0187288619938966 -2.992446396777532 -0.02628246521636468
/home/ashley/reuse/Git_Scripts/Repos/derby/5237/b/EmbedXAResource.java -4.1255860797330595 -2.732999194231075 -4.1255860797330595 -4.04692321951343 -0.07866286021962932
